id,target
308,126482.22800467742
309,162923.66244971304
310,299267.3694590249
311,125590.66958263991
312,188741.28393540112
313,133167.81090459818
314,133954.31910848967
315,166179.66603547832
316,136216.73917596636
317,127693.07060698245
318,131952.12040170268
319,167628.58928193094
320,191952.83359723317
321,151098.44341175642
322,182902.25486664457
323,214396.3168482857
324,159155.57014362677
325,171518.87335730754
326,195022.81651434177
327,104669.5119041006
328,89954.42041157305
329,251422.53187578142
330,179663.28449702045
331,240800.88104148195
332,215369.06853985152
333,158402.1609646975
334,165123.6368127874
335,134419.16859899642
336,183114.6688928865
337,178937.2266200614
338,148027.84702032708
339,182477.62759355418
340,324728.33073958475
341,133872.5186224283
342,158963.70940071714
343,169160.9336118153
344,130722.294832162
345,114587.44479128301
346,151428.42210676085
347,175506.64221701428
348,170566.9066745056
349,195338.3169688998
350,216364.59009847135
351,178798.58726256716
352,278851.34798957105
353,176933.19701299933
354,318543.2017340007
355,93125.94359811732
356,179172.756861572
357,117683.09643967065
358,197966.00828726456
359,196536.79776258953
360,97000.32460734286
361,127053.6479311237
362,214477.955042975
363,173484.61563882334
364,141674.11459059766
365,133286.2336783128
366,126467.61271400968
367,176977.64998483818
368,112010.18397106425
369,192143.44737001887
370,135893.7403061887
371,299463.27039066586
372,251101.49383951252
373,142917.756046311
374,199290.63692205728
375,286925.86051503476
376,329999.8002557695
377,179963.05840690742
378,274530.5763235655
379,375493.69293835305
380,380534.5526763953
381,373301.41048744705
382,290264.02128877956
383,140133.03231106763
384,145676.56743926293
385,178453.1303947994
386,121680.6300888951
387,95796.58394630803
388,123067.35132283087
389,162369.0693578427
390,197392.66015488916
391,153248.51908978252
392,149277.7554227197
393,129104.47507358776
394,140201.0607479795
395,132080.06806170082
396,145027.1280131378
397,237770.33890902516
398,208664.92639534705
399,115263.53550795272
400,136174.40090207077
401,149944.71355447287
402,144248.76493987662
403,215488.15285900625
404,138099.60917400345
405,285691.9220346877
406,233879.44889113615
407,326186.37345505226
408,193147.5036456308
409,146493.2363870186
410,222387.45382481415
411,99979.9571008978
412,101890.18021432988
413,354917.71664683986
414,222620.14944046937
415,107176.83436053571
416,128798.51718998779
417,281884.71534867265
418,130745.55449022322
419,135536.20919599832
420,279283.5474100377
421,137215.07909568696
422,208420.8707050298
423,164429.27109491595
424,153052.24125608697
425,283699.0059159096
426,334424.7136615176
427,247126.6591682692
428,235444.1788086496
429,217135.30092522918
430,180799.20556547595
431,116284.25383030088
432,314155.3015146671
433,205037.20088115372
434,355357.59469783166
435,234868.09253427736
436,216869.86032061587
437,204336.92945826636
438,374074.5680836083
439,178195.70000797103
440,225510.33915244378
441,225702.54735343793
442,125788.92457874003
443,315553.23576654267
444,219600.59619711307
445,211093.23285830134
446,155608.0675932306
447,357862.5952507338
448,176538.9720152534
449,179263.99337382193
450,189222.82209047902
451,240104.8210205435
452,216325.67140168246
453,309780.9590793869
454,183143.02715662445
455,196685.20418701554
456,202819.1032501884
457,217033.55800933565
458,118949.49425874473
459,196574.97536607948
460,164338.1860040384
461,282644.3581223072
462,269460.3492147624
463,157309.2146642328
464,154816.89987368128
465,131814.5319668936
466,135887.45740508023
467,234548.89394233396
468,184195.95225628972
469,187006.85970758824
470,126991.4700583379
471,97625.78417000885
472,148997.63518787955
473,163098.01700707903
474,210304.65157655155
475,117745.57179972419
476,208137.1025629134
477,349634.22025577433
478,188950.1480202211
479,101255.02237867702
480,162369.2774174876
481,135125.86204189595
482,182540.15279025777
483,239830.150416875
484,165501.33966018565
485,179230.85089409884
486,186364.17164995187
487,210044.98598030637
488,217578.82813296717
489,187080.39039413814
490,168011.00352347965
491,138446.70407722515
492,290406.61412592174
493,189617.06689297254
494,163102.66974862528
495,294454.6857266872
496,132002.60668676562
497,234791.9654241827
498,357055.307355421
499,172871.72563448182
500,202916.65376329992
501,157602.2939476837
502,312298.69852483424
503,167828.81272274337
504,187554.98555310685
505,147282.2441723278
506,121606.71476043444
507,231218.9945584292
508,84901.079631761
509,153549.20775041744
510,257803.46171326673
511,209871.581053583
512,123625.23349640645
513,197402.6727853798
514,235399.74490651768
515,161213.2100144066
516,362921.12606940005
517,182644.18668755688
518,128305.79505872258
519,271794.82625744597
520,249440.37463725946
521,279117.0092200133
522,136279.93109386956
523,205882.24243570992
524,148831.12959057745
525,174312.06807041625
526,103740.10472132907
527,218913.0179221809
528,120066.69028524461
529,141526.23217821194
530,149805.41068446846
531,226506.12550140935
532,322764.9407976568
533,272008.7489894088
534,163480.74667754408
535,111955.9686652795
536,179330.04399132967
537,243330.98614410884
538,205049.90659826188
539,276071.277122021
540,161705.3663728281
541,212869.85908636663
542,159583.69371519896
543,197731.88519129084
544,122241.49218499823
545,161448.780763898
546,203537.7959125255
547,244824.41734908265
548,282837.34128232545
549,147570.39379293768
550,193059.71977699298
551,334331.3631486343
552,216028.7001026585
553,130347.98223591164
554,121706.32721687533
555,141764.1503664375
556,271871.1783784863
557,151232.31523810874
558,213252.87572104743
559,103574.30864126222
560,147583.90034284611
561,99912.68747062178
562,197080.98704118945
563,278211.79259933013
564,301339.792031017
565,275291.4587004989
566,321714.8954234702
567,162836.57826710565
568,176245.42732868917
569,217475.71810605616
570,322812.4021774065
571,136734.30231046036
572,123431.7037855869
573,116410.76363758053
574,135404.98547133725
575,234625.35084736816
576,273402.8497173543
577,131585.3550653741
578,153873.43341858438
579,117495.4549517665
580,145124.09879200114
581,178093.16201111267
582,117609.90878155472
583,209591.43143124
584,118275.22452875372
585,224870.57048725575
586,278709.75871408085
587,145270.7269080826
588,230078.06675048187
589,220302.51489440014
590,128279.3710069429
591,135848.38798607458
592,113911.57652256534
593,204321.88147629274
594,128579.16819401314
595,111740.68526493797
596,161798.40412486275
597,117774.2098507135
598,119947.53175648348
599,127464.91501779639
600,251273.9754746678
601,218421.96423845942
602,181498.4408552722
603,127465.21392810927
604,294041.5135163291
605,127628.67192285904
606,225226.40595903856
607,123101.29742986201
608,156657.46058799143
609,270583.794578118
610,194263.753862816
611,286749.63483627007
612,101684.49007930326
613,215588.53887243112
614,81989.5268834912
615,368952.7658452296
616,276347.3064274569
617,187417.1697447651
618,201959.29323743147
619,320044.19718483824
620,263621.9015115877
621,165867.2102467805
622,138367.53829383495
623,319229.4347191631
624,135901.1976416846
625,140233.15718898823
626,126644.59758908235
627,168447.4634199395
628,201289.3479564767
629,238004.21351002768
630,104782.98265080046
631,383519.6318913789
632,278211.79259933013
633,233408.53380974047
634,126058.95644237248
635,138170.03884050687
636,156029.02087355746
637,261018.71430650912
638,144634.2695976924
639,187335.8922646457
640,100192.64291101925
641,230321.75894801557
642,123507.58326086943
643,138142.93253835227
644,273470.97423376644
645,283396.7762120444
646,127584.88831074313
647,380551.54617911216
648,124424.92837031814
649,126885.82798253949
650,135545.85333407385
651,132864.61067685013
652,238617.1471083645
653,110154.38450033886
654,262338.55227713543
655,193441.73158253296
656,177185.69871380753
657,172004.6787455861
658,404998.2073178345
659,251539.0117506223
660,120756.46220721357
661,138667.1532860504
662,211881.4805258713
663,217607.61337581812
664,218241.5125852502
665,396403.76747915917
666,149172.2136747252
667,228794.63003228224
668,209885.0782932007
669,124136.21735778752
670,266723.44040527847
671,116099.31086456456
672,161809.0962204279
673,268517.61676156207
674,207048.80034122357
675,172938.37511011254
676,317148.0906871824
677,220926.46705232852
678,125522.7772970424
679,285706.82881131384
680,173138.33092987924
681,136226.00380079943
682,156727.62569337295
683,181673.7188152676
684,134581.68788998638
685,140516.51035491627
686,252112.35461791442
687,137809.2864738538
688,214367.79684671215
689,183712.38454234644
690,210652.34912978523
691,218239.4304566222
692,193102.51912672783
693,130664.6478314622
694,301950.4619474058
695,172651.69177315693
696,120550.33445353952
697,179701.20843662796
698,136150.72575798962
699,179345.82948672434
700,321146.2512346144
701,198039.99993576913
702,172958.2359881322
703,136625.1011128116
704,384425.6577317495
705,249868.80270082655
706,120803.50946756368
707,135122.0456603467
708,356222.8238744972
709,173366.1050813853
710,219918.25627476745
711,175213.62519441746
712,111226.11267495292
713,118377.05248284599
714,171547.10066584806
715,319728.69796771253
716,164553.21103685113
717,154672.6419202211
718,199168.1349502268
719,181914.70869939373
720,124468.49664069315
721,155487.74636386766
722,192560.43661086255
723,177371.73529734643
724,165149.59608561354
725,136085.48848699412
726,118649.57473507134
727,102566.1810722661
728,179047.37623464607
729,224947.21539288302
730,199537.60012679378
731,173609.73037987834
732,124467.88552429792
733,119884.44951679253
734,205230.37035502068
735,188976.40154909313
736,130747.53684829854
737,276977.1377360659
738,150646.96618852936
739,77055.02040863717
740,111992.80472706717
741,140153.88688943483
742,108639.55318153852
743,287584.8172157991
744,124112.3450726074
745,162355.0691375581
746,213642.38109452708
747,123145.41909856815
748,155412.09856899423
749,101630.97616149027
750,136095.5252648447
751,109395.15326185492
752,225295.3753172562
753,159964.09438327985
754,272040.49574945844
755,145756.8814598377
756,115015.05289169175
757,260106.32837368816
758,160514.13664610387
759,216126.07491706125
760,155397.44699050474
761,179137.2815907858
762,189284.8266310008
763,223161.17935631768
764,152001.3786093066
765,250399.344571435
766,229431.24001633076
767,172166.03599625264
768,229458.59754568565
769,275345.3630098179
770,179108.20967551952
771,158511.58854987752
772,223830.70052736741
773,122908.28383211375
774,139014.34096927344
775,119718.98930800759
776,121683.82033525693
777,213836.72229542487
778,263769.43898370507
779,143778.7135297642
780,138786.55027974938
781,135469.99090789125
782,250462.13523994893
783,182523.57396108579
784,216661.62612025716
785,100175.74761099738
786,156572.62893118142
787,219819.0057413033
788,162391.11612408617
789,217359.61442567178
790,99634.71101230821
791,121941.39176841188
792,167140.7201920719
793,131857.70499539035
794,134890.7524259739
795,288252.752814304
796,128025.73520108554
797,91653.02657634267
798,113442.85451657818
799,336168.0677165383
800,124520.19141012736
801,128270.59825028625
802,139714.0544885529
803,123579.96661441808
804,201320.7996344833
805,101425.43156780433
806,140261.31390474635
807,207192.25815146344
808,220228.3176686746
809,165792.68922046354
810,261785.66200349407
811,120159.82057048159
812,134222.2213231992
813,284423.31921621173
814,224965.99563504028
815,329367.030470029
816,210533.68812921902
817,191045.0005272911
818,217993.53992090718
819,231851.09747737224
820,232511.77107159197
821,132365.810842546
822,136105.49716183878
823,138159.62137349567
824,168091.78563681393
825,322549.6533492131
826,242899.67487874738
827,225937.10642322572
828,135103.98981396103
829,214118.35522419267
830,140496.16031203012
831,134789.9685976582
832,171353.66469948986
833,228884.64882049384
834,308043.657255138
835,256167.4466626068
836,169901.23855342943
837,139323.01018897982
838,177159.01973990587
839,92867.9163950588
840,168693.93806620166
841,221204.87735974576
842,382642.0149326192
843,197735.11952306362
844,126025.53271341554
845,158633.70918666304
846,120888.87632568734
847,394871.6392536411
848,110559.66223796025
849,168968.75882005278
850,107318.63987627828
851,222725.6343177379
852,208182.23068635605
853,124628.20107662298
854,141924.88651276633
855,217512.70392085638
856,168742.7089532019
857,256949.59160992317
858,176057.2889759269
859,130460.16041717882
860,158212.83293570555
861,179259.89078954144
862,161688.2973696279
863,154671.49665199092
864,250573.22658005022
865,168970.83598018799
866,310683.71237869613
867,182062.74214245667
868,138566.97282494634
869,148242.7036775683
870,108187.47626036181
871,282632.2521918201
872,239058.87747542732
873,215942.31321770552
874,377111.4725391156
875,75893.30358430996
876,153355.19879156223
877,122008.7149804096
878,173584.27374720914
879,105438.1774213367
880,149939.17172653746
881,187139.19305495897
882,143654.99728486454
883,148975.97416179845
884,134788.95108502498
885,133188.86430205835
886,172266.16567625687
887,189959.1107915075
888,154857.0274269589
889,130516.57281285306
890,107144.0658903914
891,215436.3254216959
892,271502.5110809427
893,161817.8641351617
894,103806.0544887859
895,148513.62280887956
896,164922.1929357787
897,124420.99550745153
898,182973.36350729378
899,118165.30684489754
900,314347.9207037628
901,264550.42958060966
902,144981.29459662092
903,228308.76656670077
904,128790.79830356636
905,141198.77301505004
906,209791.6677948696
907,394073.09027720336
908,136604.17635929395
909,186752.9586886164
910,128103.22687226732
911,229649.42180849973
912,162782.79582442893
913,148126.01401632302
914,209792.0161624978
915,128601.4282036181
916,174608.57051478932
917,182454.13226699943
918,212378.9090446995
919,135539.44268869117
920,169057.04879835778
921,178413.56940961073
922,142559.28896143017
923,393041.4802158214
924,210096.33434370544
925,244294.8551296363
926,210229.42365482412
927,148795.69358985825
928,178180.50737877027
929,241653.01735351156
930,196268.60185820196
931,272898.0919462414
932,176610.18949333025
933,123329.57842363816
934,149256.03831544664
935,290134.62183388654
936,186284.28764888892
937,150384.529538459
938,130284.30946297699
939,212350.99331411862
940,261184.8520611743
941,295963.6159802174
942,129393.56191729785
943,99731.2536390943
944,204987.14887533482
945,273250.0825523505
946,113513.32120553522
947,181628.5019062091
948,232667.3138235547
949,98641.9289637115
950,128241.61120651333
951,291545.7634043217
952,164599.4461516867
953,202252.16033632949
954,148552.47496194535
955,222879.95351928368
956,80004.89901476774
957,342188.37512341596
958,286554.85288902454
959,194409.28872781375
960,196532.82380898943
961,218420.8546144229
962,201787.60862696648
963,277315.38425264927
964,147939.06322226004
965,179317.005913994
966,238650.03791926676
967,209100.24883096426
968,103075.73162473808
969,174961.2566387142
970,85158.11756463481
971,119280.64255494878
972,125522.92960398097
973,145921.2063970283
974,259155.92240078846
975,192548.82384809127
976,240694.00201134654
977,201856.48759782035
978,121393.8383584896
979,147556.4041883677
980,223350.92200620723
981,140175.36413765617
982,187246.62068904794
983,143578.8380771336
984,122003.47271399232
985,196112.91670058522
986,115865.8699695723
987,107455.92153782469
988,211001.91676277612
989,181933.637029339
990,165403.04981900202
991,122167.82693537627
992,222310.14904529904
993,385822.0032567962
994,299671.6527091133
995,155403.03804407027
996,183684.73411803367
997,136281.23741946372
998,169215.98385728154
999,159389.92440077427
1000,152800.7993231155
1001,167237.0349048159
1002,131233.55857966834
1003,136550.76277883648
1004,146956.645297137
1005,254589.7795852373
1006,219059.3893384808
1007,288351.0687963862
1008,203120.78831242202
1009,206902.84650028351
1010,170844.8976132889
1011,315619.1944699789
1012,362260.02688661974
1013,136226.8269258945
1014,156906.5511603594
1015,209764.97758382518
1016,289818.2456209884
1017,212043.8279557788
1018,148786.55321741823
1019,227041.62444475404
1020,197100.66959188055
1021,250272.69706382975
1022,219317.86399298857
1023,169058.54289440432
1024,139161.43080396514
1025,139131.97230891502
1026,140784.7903264998
1027,152622.8164560392
1028,197071.0249247928
1029,88347.35218207388
1030,145096.65148270092
1031,327215.27819297067
1032,126432.05369406697
1033,271277.56507112284
1034,149369.2722717276
1035,144546.0410551681
1036,82052.6270150655
1037,95247.54111191315
1038,103354.18492578891
1039,185247.83086330173
1040,150265.995948387
1041,155374.5325301413
1042,213229.4958543014
1043,182707.60295495967
1044,184739.9489153155
1045,180377.72761587045
1046,208341.40470618044
1047,122592.37735391481
1048,282424.66528318165
1049,152458.5284988328
1050,308839.6982982859
1051,171919.858055458
1052,117503.53415648142
1053,195071.9945267784
1054,223082.65416378374
1055,106888.7039626283
1056,78091.13820310532
1057,311896.33885201055
1058,120058.29373757353
1059,194448.17665437257
1060,252115.00174996414
1061,163970.4938856644
1062,181173.5542519962
1063,289480.3784446065
1064,149366.83117193988
1065,135682.960233844
1066,133359.030440504
1067,191735.80700859212
1068,126766.55123183553
1069,238168.549199807
1070,147657.80363184377
1071,138920.27406141566
1072,200400.84628484823
1073,179938.73209961833
1074,267264.42764370394
1075,338362.34201948217
1076,265390.51423352095
1077,233421.43075211428
1078,217852.7243206968
1079,134784.30928295793
1080,147840.66195657518
1081,307224.4670852762
1082,129463.44419811673
1083,157574.12668380493
1084,113765.95114566412
1085,137439.20981851322
1086,207142.55193768657
1087,187176.60829024366
1088,256095.84807731304
1089,390922.64085564774
1090,172576.25608309978
1091,148994.43565407515
1092,325194.70606875885
1093,339404.4273771711
1094,372036.7234190379
1095,173974.36873758762
1096,149566.901076771
1097,133391.67424314722
1098,201860.47928897777
1099,291863.65875732
1100,308334.9186977949
1101,162685.59842394607
1102,180049.67088753014
1103,113468.20047641583
1104,164209.5289022
1105,381747.5887359539
1106,268913.78679683595
1107,197098.15740763527
1108,116931.47783971185
1109,301260.85459543497
1110,172819.20591016527
1111,132318.5742302391
1112,133816.73601284754
1113,122038.47874616158
1114,118388.64724301807
1115,279873.1180359931
1116,197370.01599367158
1117,166463.48035833484
1118,166721.25986014487
1119,211637.64746928972
1120,174009.23370485805
1121,112723.6824617304
1122,94985.44362733942
1123,114464.49325574984
1124,286370.9562845243
1125,376767.184183053
1126,163967.13145702585
1127,147263.7934458137
1128,276048.1217729754
1129,128068.2407834955
1130,122623.6747219085
1131,368767.6088938282
1132,92702.27060460491
1133,197466.21904359676
1134,171947.34664581183
1135,185835.15960257093
1136,140811.817783293
1137,144782.80671890033
1138,133740.5207807951
1139,124860.72077608289
1140,164761.22246991465
1141,130268.29903012881
1142,276706.10064436874
1143,191874.7369274704
1144,160402.21776345986
1145,216890.67906769764
1146,169514.7860135796
1147,292868.69194314885
1148,181744.333661606
1149,182793.7678555482
1150,202317.69838068256
1151,245848.48828291413
1152,145304.59240914247
1153,87546.08028456228
1154,144413.78135615043
1155,378361.9259012149
1156,241761.25226932688
1157,174120.3842314313
1158,280034.9877183811
1159,311759.2319487889
1160,102162.39909389948
1161,151237.57107474588
1162,212961.96952261144
1163,229644.3157830439
1164,270799.5750514917
1165,128061.42693397193
1166,216461.04818672244
1167,149955.0628695607
1168,311587.12407129357
1169,142224.94742700807
1170,273763.03077815473
1171,111207.4385352091
1172,181901.9168127908
1173,157083.73644664636
1174,106186.78857181875
1175,167081.88319019202
1176,175912.56716406273
1177,112970.13571747
1178,233005.07115266996
1179,184907.91067301648
1180,132024.2170105852
1181,128640.32305078491
1182,153198.92487566304
1183,143884.02965597683
1184,108465.16590815954
1185,211996.83099713473
1186,161183.70295270666
1187,228088.81931052005
1188,281868.65076813044
1189,197522.1254548785
1190,336252.8021890453
1191,215691.63425889777
1192,395389.49148750724
1193,174952.00227799872
1194,182898.81709302982
1195,191835.8597304437
1196,208105.21393112035
1197,210851.51441526075
1198,107532.72710448825
1199,207204.5857346775
1200,196792.0672641286
1201,182114.85319498877
1202,136322.55379033653
1203,197687.2509220523
1204,181050.81813511215
1205,150229.9202392299
1206,208856.0041519558
1207,100611.70513566575
1208,223973.8372214516
1209,179940.3599924643
1210,206640.68820691545
1211,78325.49747083176
1212,175163.16597326778
1213,218295.5258652388
1214,164918.0089783043
1215,325517.1308103845
1216,228289.74764200728
1217,90616.29692792708
1218,163991.22216315358
1219,122273.94645137443
1220,315977.6336144343
1221,300066.5032822053
1222,162302.9893825063
1223,225253.2598434955
1224,220934.104436315
1225,226140.5598793357
1226,127677.57790877885
1227,144934.0911935857
1228,190981.89350077306
1229,274766.406548076
1230,103747.23648826889
1231,207182.9721919851
1232,179491.84736441742
1233,176510.8966370153
1234,124995.59143176122
1235,229936.84684413642
1236,179588.43992855362
1237,159170.8542376711
1238,140562.663179241
1239,121292.16706286624
1240,225014.14554439342
1241,152036.20322649405
1242,305418.5612280525
1243,159458.31760313187
1244,261881.7422461316
1245,254901.8753770225
1246,130084.39477874181
1247,170005.84916023965
1248,179811.3754459303
1249,149319.15621520067
1250,184865.2097436697
1251,214960.42789794237
1252,115094.28872548928
1253,132240.80284737053
1254,307186.85854030825
1255,134346.43041168997
1256,134394.60672025848
1257,159987.74337563384
1258,132003.50374187532
1259,188081.40811952102
1260,297748.4477621064
1261,197883.85037012098
1262,129979.2257138021
1263,111418.11359089731
1264,206874.40447803657
1265,94553.64592497767
1266,213490.35556264984
1267,213150.09657248738
1268,99178.06323936243
1269,205945.88356307725
1270,377466.4787186532
1271,215814.59839271457
1272,99911.71810547999
1273,203993.42732917113
1274,259270.05420668225
1275,98066.83431996791
1276,159750.65983308904
1277,215056.81219269644
1278,231307.867889023
1279,201679.93539223814
1280,136726.8264205568
1281,117392.96793824977
1282,192123.69908500058
1283,145692.64582714433
1284,162729.41547029413
1285,168807.224596294
1286,169008.70390125527
1287,88032.53696085872
1288,116196.97095912593
1289,168571.42239800235
1290,249901.7859498136
1291,129357.3441804726
1292,183798.51746251527
1293,125156.65962053475
1294,183611.5637260599
1295,136499.6331371971
1296,149652.92102818744
1297,247000.8832492018
1298,243905.56712268048
1299,134444.2340755596
1300,149400.21606150267
1301,185299.4267730414
1302,143532.05917924966
1303,259092.9878466129
1304,120916.08292441771
1305,297720.1335056318
1306,120489.150675157
1307,90065.95984536188
1308,145413.39026918873
1309,144709.33136405362
1310,104970.45299541252
1311,127821.43695534716
1312,179720.47408271037
1313,121854.51241915068
1314,163310.7141390143
1315,145190.92205619742
1316,251183.55862986765
1317,129024.30338829856
1318,193475.18697594447
1319,192526.34469676643
1320,200510.44049422108
1321,164057.5831728888
1322,223414.02051887524
1323,203618.11976478877
1324,184825.47661149976
1325,127106.24600323173
1326,164702.0090145692
1327,126382.07094285113
1328,115243.94715673225
1329,313287.12264284503
1330,302468.418700116
1331,115877.05400300355
1332,147192.38412081904
1333,127035.412399589
1334,181930.5587528799
1335,136297.18357393524
1336,128136.02744603889
1337,219437.60849721206
1338,281316.46111383825
1339,173345.41757171066
1340,211010.53778234802
1341,213789.99866536274
1342,196520.97725359746
1343,121628.62828645093
1344,328709.1865745394
1345,232901.11520743062
1346,336929.66183090606
1347,124315.03222888225
1348,89659.18008898996
1349,203687.7799294942
1350,159783.65195073816
